,total_route,single_distance,single_cargo_weight,single_cargo_volume,total_travel_time
1586,6,0.014134133,58,34,28.00023557
1587,119,0.029693164,33,19,10.00049489
1588,110,0.021152429,11.5,6.5,38.00035254
1589,4,0.062513262,45,26,28.00104189
1590,127,0.136535105,30.5,16.5,22.00227559
1591,148,0.001597418,26.5,15.5,46.00002662
1592,153,0,56,33,30
1593,165,0,37.5,22.5,26
1594,175,0,30,17,6
1595,186,0,6.5,3.5,46
1596,202,0,54.5,31.5,26
1597,209,0,31,18,56
1598,234,0,66,38,18
1599,243,0,20.5,11.5,56
1600,250,0,65,37,24
1601,254,0,26,14,4
1602,271,0,4.5,2.5,34
1603,281,0,42.5,25.5,14
1604,288,0,14,7,50
1605,298,0,59.5,34.5,16
1606,306,0,17,9,20
1607,321,0,24.5,14.5,18
1608,328,0,20.5,11.5,30
1609,342,0,34,19,2
1610,351,0,2.5,1.5,16
1611,356,0,16,8,34
1612,359,0,39.5,22.5,24
1613,373,0,27.5,15.5,20
1614,379,0,24,14,18
1615,388,0,22,13,36
1616,391,0,41,23,46
1617,402,0,54.5,31.5,48
1618,447,0,56.5,32.5,38
1619,471,0,46.5,27.5,22
1620,481,0,27,16,26
1621,493,0,32.5,19.5,30
1622,497,0,34,19,18
1623,506,0,22.5,13.5,8
1624,508,0,8.5,4.5,54
1625,517,0,64,37,22
1626,521,0,26,15,30
1627,525,0,37.5,22.5,24
1628,529,0,28,16,30
1629,528,0,33,18,18
1630,527,0,18.5,9.5,24
1631,526,0,26.5,14.5,8
1632,606,0.004780132,9.5,5.5,16.00007967
1633,605,0,18,10,30
1634,604,0,37,22,18
1635,603,0,19.5,10.5,48
1636,602,0,56,32,18
1637,601,0,21,12,30
1638,600,0,35,20,24
1639,599,0,25.5,13.5,56
1640,598,0,65.5,37.5,16
1641,597,0,19.5,11.5,2
1642,596,0,2.5,1.5,30
1643,595,0,37.5,22.5,50
1644,594,0,58,33,40
1645,562,0.002296062,49.5,29.5,42.00003827
1646,561,0,49,28,22
1647,560,0,23,12,16
1648,559,0,19,11,32
1649,558,0,39,23,18
1650,557,0,19,10,40
1651,556,0,48,28,48
1652,555,0,55,31,58
1653,554,0,68,39,28
1654,553,0,34.5,20.5,42
